log_PAX	DateOfDeparture	Holiday_cleaned	Weekday	WeeksToDeparture	std_wtd	Departure	Arrival	Month	Day	Year
9.18921	2011-12-29	Regular	Thursday	11.0526	9.64062	EWR	BOS	12	29	2011
11.9301	2011-11-07	Regular	Monday	11.381	8.63989	ATL	PHL	11	7	2011
11.514	2012-03-20	Regular	Tuesday	10.8095	9.3788	LGA	DFW	3	20	2012
11.2516	2012-06-25	Regular	Monday	9.47619	6.90376	CLT	LGA	6	25	2012
9.96332	2012-07-02	Regular	Monday	12.7308	9.51444	ATL	MSP	7	2	2012
10.8708	2011-11-27	Regular	Sunday	14.1667	9.71697	ATL	BOS	11	27	2011
10.6925	2011-11-04	Regular	Friday	12.4783	9.32674	CLT	LGA	11	4	2011
11.5524	2012-08-10	Regular	Friday	7.92857	7.76049	ATL	PHL	8	10	2012
12.4266	2012-02-06	Regular	Monday	12.9583	10.7763	ORD	ATL	2	6	2012
11.56	2012-05-14	Regular	Monday	7.61111	5.34832	DEN	PHX	5	14	2012
12.1854	2013-02-19	Regular	Tuesday	12.2	10.2011	SFO	JFK	2	19	2013
10.1661	2013-01-20	Regular	Sunday	8.125	5.77206	DFW	LGA	1	20	2013
12.027	2013-02-28	Regular	Thursday	8.125	5.97634	LGA	CLT	2	28	2013
10.6498	2011-12-20	Regular	Tuesday	6.57143	4.30946	BOS	PHL	12	20	2011
11.3261	2012-09-14	Regular	Friday	17.1333	13.8557	SFO	SEA	9	14	2012
10.587	2013-01-29	Regular	Tuesday	8.5	5.33854	ORD	LAS	1	29	2013
10.832	2012-10-25	Regular	Thursday	13.84	10.0775	EWR	LAX	10	25	2012
10.0161	2011-09-10	Regular	Saturday	9.15789	5.92793	SFO	ATL	9	10	2011
10.8376	2012-04-18	Regular	Wednesday	7	4.47214	ATL	MIA	4	18	2012
10.9826	2012-11-14	Regular	Wednesday	9.16667	6.25206	DTW	ATL	11	14	2012
11.6452	2011-10-02	Regular	Sunday	13.9333	9.32528	DFW	LAX	10	2	2011
11.1552	2012-08-24	Regular	Friday	10.9	8.27743	DEN	SFO	8	24	2012
10.3848	2011-09-03	Labor Day Weekend	Saturday	12.4074	8.29392	ATL	MCO	9	3	2011
11.7508	2013-01-10	Regular	Thursday	8.1875	5.71803	PHL	ATL	1	10	2013
11.8956	2011-10-04	Regular	Tuesday	10.8182	8.14533	ATL	DFW	10	4	2011
11.7023	2012-06-29	Regular	Friday	12	7.96732	SFO	DFW	6	29	2012
12.5643	2012-08-14	Regular	Tuesday	20.0769	13.1577	JFK	SFO	8	14	2012
11.3686	2012-05-29	Regular	Tuesday	13.1739	10.8989	ATL	EWR	5	29	2012
10.2135	2012-02-20	Washington's Birthday	Monday	7.69231	6.19657	LGA	CLT	2	20	2012
10.5677	2012-02-03	Regular	Friday	8.66667	7.47058	DEN	DFW	2	3	2012
12.5532	2011-11-28	Regular	Monday	14.4643	9.89381	LAX	SFO	11	28	2011
10.4887	2012-08-18	Regular	Saturday	17.9706	12.2363	EWR	MCO	8	18	2012
9.85305	2012-11-05	Regular	Monday	11	9.07377	LAX	EWR	11	5	2012
11.4467	2011-11-19	Regular	Saturday	16.4194	11.0658	LAS	LAX	11	19	2011
12.6465	2011-09-12	Regular	Monday	12.7308	8.05758	BOS	ORD	9	12	2011
12.4502	2011-11-28	Regular	Monday	10.5909	8.42705	ATL	MCO	11	28	2011
9.07783	2012-11-24	Regular	Saturday	13.0952	10.4733	SFO	EWR	11	24	2012
9.45338	2012-02-25	Regular	Saturday	9.86667	11.2939	SEA	DEN	2	25	2012
10.8038	2012-02-23	Regular	Thursday	9	6.57647	LAX	EWR	2	23	2012
10.8598	2013-01-18	Regular	Friday	10.2	6.81793	ORD	IAH	1	18	2013
8.24103	2012-03-24	Regular	Saturday	9.94118	8.51815	EWR	BOS	3	24	2012
12.6528	2012-07-12	Regular	Thursday	17.8485	12.235	JFK	SFO	7	12	2012
8.98971	2012-03-31	Regular	Saturday	10.75	8.61379	MSP	DEN	3	31	2012
10.2521	2011-12-31	New Year's Eve	Saturday	13.16	9.23616	LAX	DEN	12	31	2011
9.81479	2011-12-23	Regular	Friday	9.57143	6.98979	PHL	DFW	12	23	2011
11.0536	2012-03-15	Regular	Thursday	10.5294	10.5778	DTW	LGA	3	15	2012
11.5789	2011-10-14	Regular	Friday	15.1613	9.33487	LAS	ORD	10	14	2011
10.2213	2012-12-21	Regular	Friday	13.7308	10.9272	JFK	LAS	12	21	2012
11.6917	2012-08-30	Regular	Thursday	12.8182	10.6397	MCO	ATL	8	30	2012
13.3461	2011-10-12	Regular	Wednesday	15.1515	9.81109	LAX	JFK	10	12	2011
13.0925	2012-05-14	Regular	Monday	8.65	6.01992	ATL	LGA	5	14	2012
11.3769	2012-12-19	Regular	Wednesday	16.8148	12.8244	BOS	EWR	12	19	2012
9.06343	2013-02-23	Regular	Saturday	7.07143	4.859	EWR	ATL	2	23	2013
11.9019	2012-05-21	Regular	Monday	7.625	4.99166	DEN	DFW	5	21	2012
11.4101	2012-05-25	Regular	Friday	10.1429	6.45202	ATL	LAX	5	25	2012
11.5101	2012-10-12	Regular	Friday	10.85	8.41849	SFO	DEN	10	12	2012
10.7752	2012-01-03	Regular	Tuesday	13.6154	10.0243	SFO	DFW	1	3	2012
11.7542	2011-09-22	Regular	Thursday	10	6.6094	DEN	DFW	9	22	2011
11.0684	2013-02-08	Regular	Friday	11.25	9.44165	PHX	ORD	2	8	2013
10.5806	2011-10-16	Regular	Sunday	13.12	9.02921	SEA	SFO	10	16	2011
11.1457	2012-04-22	Regular	Sunday	14.8077	11.6482	LAS	SFO	4	22	2012
10.8653	2012-04-09	Regular	Monday	6.38462	4.42603	MSP	DEN	4	9	2012
10.8488	2012-04-13	Regular	Friday	10.4211	8.0782	DFW	PHL	4	13	2012
11.1832	2012-04-23	Regular	Monday	10.8571	8.26611	LAX	EWR	4	23	2012
10.9774	2011-12-22	Regular	Thursday	11.8261	8.25531	MSP	ORD	12	22	2011
10.5352	2012-03-14	Regular	Wednesday	9.15789	5.92793	SEA	ORD	3	14	2012
9.44162	2012-10-13	Regular	Saturday	13.3158	11.6479	ORD	DTW	10	13	2012
10.6249	2012-01-16	Martin Luther King, Jr. Day	Monday	9	6.69888	CLT	LGA	1	16	2012
12.405	2012-04-02	Regular	Monday	3.6	2.87518	LGA	BOS	4	2	2012
11.5486	2012-07-28	Regular	Saturday	12.6538	9.61225	LGA	ORD	7	28	2012
10.9618	2013-02-27	Regular	Wednesday	10.8947	8.97462	LAX	ATL	2	27	2013
12.2176	2012-03-20	Regular	Tuesday	8.42105	6.22107	DFW	ORD	3	20	2012
9.91816	2012-11-22	Thanksgiving Day	Thursday	8.72222	5.77831	BOS	ORD	11	22	2012
10.2597	2012-09-01	Labor Day Weekend	Saturday	15.4194	9.86838	MIA	LGA	9	1	2012
12.4194	2012-08-07	Regular	Tuesday	10.8182	8.80279	LGA	ATL	8	7	2012
10.4954	2012-12-18	Regular	Tuesday	13.2609	10.4847	LAX	BOS	12	18	2012
11.5562	2011-09-15	Regular	Thursday	12.125	7.96357	ORD	DEN	9	15	2011
11.3517	2012-10-21	Regular	Sunday	15.3214	11.3073	MIA	LGA	10	21	2012
12.0534	2011-09-18	Regular	Sunday	10.6522	7.61344	BOS	ORD	9	18	2011
10.4478	2012-08-18	Regular	Saturday	11.9615	8.18526	LAS	ORD	8	18	2012
9.68474	2011-09-05	Labor Day	Monday	11.8636	7.77845	DFW	BOS	9	5	2011
10.9408	2012-01-25	Regular	Wednesday	11.6364	8.25513	EWR	MCO	1	25	2012
11.674	2012-11-26	Regular	Monday	7.72222	5.50727	ATL	MCO	11	26	2012
12.9234	2012-01-30	Regular	Monday	14.52	12.0212	LAX	JFK	1	30	2012
9.30704	2011-09-10	Regular	Saturday	8.3125	6.31104	EWR	ATL	9	10	2011
10.0074	2012-03-17	Regular	Saturday	12.0909	8.76633	MIA	ATL	3	17	2012
11.2649	2011-10-22	Regular	Saturday	15.9412	10.4154	ATL	MCO	10	22	2011
12.678	2012-05-11	Regular	Friday	13.9231	10.2798	LAX	SFO	5	11	2012
11.7712	2012-06-12	Regular	Tuesday	8.55556	5.4365	PHL	BOS	6	12	2012
11.7611	2012-06-18	Regular	Monday	11.4	9.69753	CLT	LGA	6	18	2012
11.0436	2012-11-12	Regular	Monday	9.29412	8.09139	DEN	ATL	11	12	2012
11.6917	2012-03-23	Regular	Friday	9.38095	6.53051	LAX	ATL	3	23	2012
11.4224	2012-04-20	Regular	Friday	8.625	7.27438	SEA	DEN	4	20	2012
10.6986	2012-09-16	Regular	Sunday	14.16	11.1791	IAH	LAX	9	16	2012
12.8008	2012-07-20	Regular	Friday	15.5312	11.0657	SFO	LAX	7	20	2012
9.89979	2012-06-23	Regular	Saturday	15.6333	10.8038	SEA	DEN	6	23	2012
11.4944	2011-10-19	Regular	Wednesday	12.9545	9.68788	DEN	ORD	10	19	2011
11.141	2012-05-03	Regular	Thursday	9.85	6.5476	DEN	PHX	5	3	2012
11.3261	2012-05-31	Regular	Thursday	10.381	6.68937	SEA	SFO	5	31	2012
10.9723	2012-12-07	Regular	Friday	12.0435	9.00746	CLT	LGA	12	7	2012
11.0235	2011-09-08	Regular	Thursday	11.7826	8.02811	DEN	SFO	9	8	2011
10.2597	2011-09-03	Labor Day Weekend	Saturday	12.6923	7.96879	DEN	LAX	9	3	2011
13.3373	2012-07-22	Regular	Sunday	17.2222	11.6278	LAX	JFK	7	22	2012
11.4427	2012-06-14	Regular	Thursday	9.75	6.25658	DEN	SFO	6	14	2012
9.93636	2012-08-18	Regular	Saturday	15.7143	11.8942	MIA	ATL	8	18	2012
10.9566	2011-09-06	Regular	Tuesday	11.1818	7.35259	ORD	PHX	9	6	2011
10.4683	2011-10-04	Regular	Tuesday	6.92857	4.82724	DFW	PHL	10	4	2011
11.5371	2012-01-03	Regular	Tuesday	12.6	8.36162	ORD	BOS	1	3	2012
12.1635	2011-09-26	Regular	Monday	12.3333	8.10081	BOS	SFO	9	26	2011
10.9461	2012-09-06	Regular	Thursday	10.1905	8.51246	MSP	ATL	9	6	2012
9.44162	2012-11-23	Regular	Friday	10.3684	7.7403	DFW	ORD	11	23	2012
9.70535	2013-02-16	Regular	Saturday	8.52941	6.26616	DEN	ORD	2	16	2013
10.9514	2012-11-14	Regular	Wednesday	9.52632	6.65306	ORD	IAH	11	14	2012
11.1646	2012-07-10	Regular	Tuesday	13	9.42434	DFW	LGA	7	10	2012
11.4427	2012-11-06	Regular	Tuesday	11.7692	7.98152	LAX	DFW	11	6	2012
11.287	2012-01-17	Regular	Tuesday	8.4375	6.6128	SEA	SFO	1	17	2012
11.6452	2012-09-21	Regular	Friday	18.5833	12.1617	LAS	JFK	9	21	2012
10.656	2013-02-19	Regular	Tuesday	11.619	9.36737	DEN	MSP	2	19	2013
9.65339	2012-05-28	Memorial Day	Monday	9.85	6.57167	ORD	DTW	5	28	2012
11.0336	2011-09-01	Regular	Thursday	11.2609	8.42732	MSP	DEN	9	1	2011
10.998	2011-10-17	Regular	Monday	11.875	7.61185	LAS	DEN	10	17	2011
10.5154	2012-10-06	Regular	Saturday	10.65	7.96225	SFO	BOS	10	6	2012
10.6061	2012-11-02	Regular	Friday	8.1875	6.13426	SFO	ATL	11	2	2012
10.6682	2011-12-08	Regular	Thursday	9.21053	8.55426	DEN	ATL	12	8	2011
10.2213	2012-07-01	Regular	Sunday	11.4783	7.44598	LAS	DEN	7	1	2012
10.6436	2011-12-09	Regular	Friday	12.1364	9.55334	SFO	LAS	12	9	2011
10.9355	2012-11-12	Regular	Monday	16.0769	12.4962	JFK	LAS	11	12	2012
11.0486	2012-03-19	Regular	Monday	9.9	6.57667	LAX	BOS	3	19	2012
9.26858	2012-10-30	Regular	Tuesday	12.4286	9.43701	SFO	EWR	10	30	2012
11.4467	2012-06-17	Regular	Sunday	8.8	6.24584	LGA	ATL	6	17	2012
10.8264	2012-10-05	Regular	Friday	12.1739	8.77316	ORD	SEA	10	5	2012
12.1799	2012-03-20	Regular	Tuesday	13.5	13.0767	LAX	DFW	3	20	2012
12.6316	2011-11-15	Regular	Tuesday	9.45	7.66039	ORD	MSP	11	15	2011
11.4866	2011-12-28	Regular	Wednesday	18.3889	11.9673	LAX	LAS	12	28	2011
11.3644	2012-10-11	Regular	Thursday	13.8182	11.7499	IAH	ORD	10	11	2012
9.21604	2011-12-30	Regular	Friday	8.41176	5.48929	ORD	PHL	12	30	2011
11.4667	2012-12-06	Regular	Thursday	12.3636	10.0596	LAX	DEN	12	6	2012
10.6061	2013-02-01	Regular	Friday	11.9048	9.68971	BOS	LAX	2	1	2013
11.2063	2012-02-09	Regular	Thursday	15.68	13.573	ATL	LAX	2	9	2012
10.5677	2013-02-19	Regular	Tuesday	8.35294	5.66724	ORD	SEA	2	19	2013
11.0585	2012-07-28	Regular	Saturday	14.8438	9.89333	LGA	MIA	7	28	2012
11.6596	2011-10-28	Regular	Friday	11.1818	7.46188	DFW	LGA	10	28	2011
10.0248	2012-07-21	Regular	Saturday	12.76	8.45715	MSP	ATL	7	21	2012
10.7752	2012-03-26	Regular	Monday	7.5625	4.87126	DFW	PHL	3	26	2012
10.9774	2012-08-13	Regular	Monday	10.4545	8.05178	DTW	LGA	8	13	2012
10.7046	2012-10-21	Regular	Sunday	10.1818	7.32014	IAH	ORD	10	21	2012
10.6986	2012-09-21	Regular	Friday	15.4444	11.4835	LAX	IAH	9	21	2012
12.2016	2012-02-13	Regular	Monday	9.94118	9.59473	DFW	ORD	2	13	2012
10.7225	2011-09-26	Regular	Monday	12	8.3883	PHX	ORD	9	26	2011
12.8356	2012-04-25	Regular	Wednesday	12.2917	10.4569	SFO	LAX	4	25	2012
11.9332	2012-11-13	Regular	Tuesday	11	7.27684	BOS	SFO	11	13	2012
10.6124	2012-04-12	Regular	Thursday	8.41176	5.94831	ORD	PHX	4	12	2012
8.74925	2012-12-15	Regular	Saturday	14.087	9.88071	BOS	EWR	12	15	2012
10.2597	2012-01-22	Regular	Sunday	10.45	8.04249	BOS	LAX	1	22	2012
11.9363	2013-01-21	Martin Luther King, Jr. Day	Monday	12.5769	9.01631	ATL	MCO	1	21	2013
10.1338	2013-02-20	Regular	Wednesday	12.2857	9.19317	DFW	LAS	2	20	2013
10.5806	2013-01-12	Regular	Saturday	15	11.6726	LGA	MIA	1	12	2013
12.1359	2011-11-29	Regular	Tuesday	11.5217	7.84434	SFO	ORD	11	29	2011
9.98109	2011-10-01	Regular	Saturday	9.44444	7.08953	DEN	ATL	10	1	2011
11.256	2012-04-27	Regular	Friday	10.6	8.17828	SEA	ORD	4	27	2012
11.0235	2011-11-27	Regular	Sunday	14.4286	9.67788	SFO	BOS	11	27	2011
11.627	2012-10-15	Regular	Monday	12.5833	8.8067	SFO	BOS	10	15	2012
11.3261	2012-11-08	Regular	Thursday	7.61111	5.34832	CLT	LGA	11	8	2012
10.15	2013-02-12	Regular	Tuesday	8.82353	6.18704	ORD	SEA	2	12	2013
11.0486	2012-10-25	Regular	Thursday	12.5417	8.82673	ORD	SEA	10	25	2012
11.8924	2011-10-18	Regular	Tuesday	12.7391	9.35763	MIA	LGA	10	18	2011
11.4747	2011-10-28	Regular	Friday	10.2273	7.4956	ATL	BOS	10	28	2011
9.98109	2012-06-17	Regular	Sunday	8.07143	5.1808	PHL	DFW	6	17	2012
11.2381	2012-04-03	Regular	Tuesday	9.17647	7.31638	MCO	ATL	4	3	2012
12.4759	2012-07-25	Regular	Wednesday	11.9167	7.79028	ORD	BOS	7	25	2012
10.2057	2011-11-13	Regular	Sunday	10.05	8.86433	ATL	DTW	11	13	2011
10.7106	2012-05-11	Regular	Friday	11	7.58288	MIA	JFK	5	11	2012
12.6987	2011-12-05	Regular	Monday	11.6522	8.74699	LGA	ATL	12	5	2011
12.4806	2012-06-01	Regular	Friday	10.7727	8.91725	LGA	ATL	6	1	2012
9.26858	2013-03-05	Regular	Tuesday	11.4118	9.67638	MIA	JFK	3	5	2013
8.0016	2012-04-07	Regular	Saturday	6.66667	3.86907	DFW	PHL	4	7	2012
12.3636	2012-08-07	Regular	Tuesday	19.4615	12.1911	JFK	SFO	8	7	2012
10.3489	2013-01-31	Regular	Thursday	12.8636	10.4894	IAH	LAX	1	31	2013
10.2749	2012-11-29	Regular	Thursday	12.0455	9.04737	DEN	LAS	11	29	2012
10.6621	2011-12-26	Regular	Monday	10.1905	6.53161	LAS	SFO	12	26	2011
9.8051	2013-01-12	Regular	Saturday	14.8261	13.1897	SFO	LAS	1	12	2013
11.0783	2012-03-03	Regular	Saturday	11.2273	9.00228	MCO	ATL	3	3	2012
12.0708	2012-09-16	Regular	Sunday	13.2222	9.68478	ORD	DFW	9	16	2012
10.1661	2012-02-04	Regular	Saturday	10.2857	6.70927	PHX	DEN	2	4	2012
11.8956	2012-02-13	Regular	Monday	10.7	8.47349	ORD	ATL	2	13	2012
11.8377	2012-03-21	Regular	Wednesday	11.2	10.9813	ORD	ATL	3	21	2012
12.2959	2012-10-10	Regular	Wednesday	9.85	9.03371	BOS	ORD	10	10	2012
10.9514	2012-02-08	Regular	Wednesday	10.7	10.6034	MIA	ATL	2	8	2012
9.61076	2012-02-18	Regular	Saturday	11.9474	11.3013	DEN	SFO	2	18	2012
10.4683	2012-05-22	Regular	Tuesday	12.1304	8.7558	LAX	IAH	5	22	2012
10.8981	2012-10-20	Regular	Saturday	11.5909	10.377	ATL	LGA	10	20	2012
11.674	2012-05-04	Regular	Friday	13.9565	12.1934	MCO	ATL	5	4	2012
11.2471	2012-02-27	Regular	Monday	13	10.3441	LAX	EWR	2	27	2012
10.9302	2011-09-02	Regular	Friday	12.2	7.64853	DEN	SFO	9	2	2011
11.5826	2012-02-06	Regular	Monday	9.95238	7.3924	SFO	SEA	2	6	2012
10.3561	2011-11-01	Regular	Tuesday	10.6111	8.29698	DFW	BOS	11	1	2011
10.0926	2012-07-21	Regular	Saturday	13.9286	8.7641	ORD	DEN	7	21	2012
11.9609	2012-07-26	Regular	Thursday	16.6364	12.2444	LAX	DFW	7	26	2012
12.2123	2011-11-17	Regular	Thursday	10.2105	8.22313	SEA	SFO	11	17	2011
11.8893	2012-06-20	Regular	Wednesday	12.2609	8.17545	BOS	EWR	6	20	2012
9.51113	2012-09-02	Labor Day Weekend	Sunday	9.21053	5.98683	SFO	DEN	9	2	2012
12.6696	2011-09-21	Regular	Wednesday	12.8846	8.23809	ORD	SFO	9	21	2011
10.8038	2012-01-09	Regular	Monday	10.1364	7.5106	LAX	SEA	1	9	2012
10.5483	2011-09-07	Regular	Wednesday	8.27778	6.64924	DTW	ATL	9	7	2011
10.2135	2012-08-22	Regular	Wednesday	18.129	12.6721	JFK	MIA	8	22	2012
10.7981	2011-12-04	Regular	Sunday	13.7308	9.55639	MCO	EWR	12	4	2011
12.2519	2012-07-09	Regular	Monday	14.28	10.3462	MSP	ORD	7	9	2012
11.3936	2013-02-04	Regular	Monday	10.25	10.0167	BOS	LAX	2	4	2013
10.8543	2012-05-08	Regular	Tuesday	9.42105	6.56011	ATL	SFO	5	8	2012
10.8653	2012-03-14	Regular	Wednesday	11.5	10.7042	LAX	EWR	3	14	2012
11.4386	2011-12-12	Regular	Monday	10.0476	8.36347	SFO	SEA	12	12	2011
11.7336	2012-04-24	Regular	Tuesday	10	7.83156	PHL	BOS	4	24	2012
9.2425	2011-12-31	New Year's Eve	Saturday	11.5714	8.44139	DFW	LAS	12	31	2011
13.3019	2012-03-15	Regular	Thursday	17.0667	13.2377	JFK	LAX	3	15	2012
9.91816	2011-11-24	Thanksgiving Day	Thursday	11.3684	9.78213	DFW	LAX	11	24	2011
11.3936	2012-07-31	Regular	Tuesday	11.8261	9.44194	PHL	ATL	7	31	2012
11.3977	2012-12-18	Regular	Tuesday	10.3913	7.29719	ORD	SFO	12	18	2012
11.5178	2012-05-25	Regular	Friday	10.8696	8.48155	ATL	BOS	5	25	2012
12.2701	2011-10-14	Regular	Friday	10.2632	8.01278	ORD	EWR	10	14	2011
10.7046	2012-02-19	Regular	Sunday	8.23529	5.47185	ORD	MSP	2	19	2012
11.2516	2012-01-05	Regular	Thursday	8.3125	6.2045	ORD	PHL	1	5	2012
9.22932	2011-12-24	Christmas Eve	Saturday	12.0455	9.95933	SEA	ORD	12	24	2011
10.5742	2012-01-03	Regular	Tuesday	14.7391	12.7679	ORD	DTW	1	3	2012
10.2367	2012-07-25	Regular	Wednesday	13.4	9.89949	IAH	LAX	7	25	2012
10.6498	2012-05-30	Regular	Wednesday	11	7.45143	BOS	LAX	5	30	2012
11.141	2012-04-19	Regular	Thursday	10.3	7.21183	ORD	IAH	4	19	2012
12.1745	2013-01-08	Regular	Tuesday	11.7917	10.3208	LGA	ATL	1	8	2013
11.1552	2011-09-01	Regular	Thursday	12.6154	7.84896	LAX	BOS	9	1	2011
12.1163	2011-11-13	Regular	Sunday	10.2381	6.64759	ORD	SFO	11	13	2011
10.6374	2011-11-17	Regular	Thursday	11.9167	8.94873	MIA	JFK	11	17	2011
10.0248	2013-02-06	Regular	Wednesday	7.53333	5.2897	LAX	EWR	2	6	2013
9.17565	2012-12-15	Regular	Saturday	14.48	12.7316	LAS	SFO	12	15	2012
9.00469	2012-12-29	Regular	Saturday	12.1304	9.92382	ATL	DTW	12	29	2012
11.0536	2012-05-16	Regular	Wednesday	10.55	8.10766	ORD	PHX	5	16	2012
9.6322	2011-11-26	Regular	Saturday	8.83333	5.742	DFW	LGA	11	26	2011
10.8598	2012-03-20	Regular	Tuesday	7.42857	6.0347	ATL	CLT	3	20	2012
10.4751	2012-11-06	Regular	Tuesday	10.9	8.25833	LAX	EWR	11	6	2012
12.2388	2012-10-17	Regular	Wednesday	10.35	7.94239	ORD	EWR	10	17	2012
11.8475	2012-02-24	Regular	Friday	9.61905	6.6594	PHL	ATL	2	24	2012
9.62151	2012-05-12	Regular	Saturday	10	6.20484	DFW	BOS	5	12	2012
11.1599	2012-04-01	Regular	Sunday	10.95	10.8263	LGA	ATL	4	1	2012
11.5486	2012-10-02	Regular	Tuesday	11.0556	8.76807	BOS	EWR	10	2	2012
11.1599	2012-08-20	Regular	Monday	9.47059	7.59208	CLT	ATL	8	20	2012
10.9088	2012-11-11	Veterans Day	Sunday	12.2174	8.8521	LAX	IAH	11	11	2012
9.89054	2011-11-19	Regular	Saturday	9.26316	6.09045	DEN	PHX	11	19	2011
10.4547	2012-05-13	Regular	Sunday	12.8571	10.6174	IAH	ORD	5	13	2012
11.2958	2012-09-24	Regular	Monday	10.8095	7.59354	DFW	LAS	9	24	2012
9.89979	2012-02-07	Regular	Tuesday	5.08333	4.07784	DFW	PHL	2	7	2012
11.2782	2012-09-11	Regular	Tuesday	14	11.5343	DFW	LAX	9	11	2012
10.998	2012-12-04	Regular	Tuesday	11.8636	8.98303	DEN	LAX	12	4	2012
10.9088	2012-01-07	Regular	Saturday	19.45	12.9831	MIA	JFK	1	7	2012
9.74589	2011-10-29	Regular	Saturday	10.8095	7.87159	DEN	PHX	10	29	2011
9.49972	2012-09-03	Labor Day	Monday	10.7826	7.91981	DTW	ATL	9	3	2012
11.8893	2012-06-24	Regular	Sunday	12.88	8.60388	DFW	ORD	6	24	2012
9.77573	2012-09-05	Regular	Wednesday	9.89474	6.94338	PHX	ORD	9	5	2012
11.0285	2012-04-01	Regular	Sunday	12.2727	10.4935	MCO	ATL	4	1	2012
11.2381	2013-01-04	Regular	Friday	14.3871	9.68049	SFO	JFK	1	4	2013
9.88123	2012-12-30	Regular	Sunday	15.8889	12.1697	SFO	ORD	12	30	2012
10.5613	2012-07-18	Regular	Wednesday	12.1818	8.56703	PHX	ORD	7	18	2012
11.7371	2012-04-01	Regular	Sunday	16.4688	12.131	ATL	MCO	4	1	2012
9.88123	2012-09-01	Labor Day Weekend	Saturday	15.2963	11.6283	ORD	DEN	9	1	2012
9.98109	2012-07-03	Regular	Tuesday	9.16667	7.53228	LGA	DTW	7	3	2012
10.5742	2012-05-28	Memorial Day	Monday	13.6	10.2144	LAX	IAH	5	28	2012
10.6986	2011-12-15	Regular	Thursday	9.88889	7.87318	ATL	SFO	12	15	2011
10.0505	2012-12-04	Regular	Tuesday	10.3333	8.72454	BOS	LAX	12	4	2012
11.4142	2012-09-07	Regular	Friday	7	4.47214	ATL	PHL	9	7	2012
10.042	2011-12-30	Regular	Friday	13.12	9.23454	DEN	SEA	12	30	2011
10.2213	2011-11-12	Regular	Saturday	14.7407	10.4719	MCO	ATL	11	12	2011
10.7867	2012-01-09	Regular	Monday	10.6111	8.57588	SEA	ORD	1	9	2012
10.9196	2011-09-20	Regular	Tuesday	12.9615	8.32577	LAS	SFO	9	20	2011
12.0359	2012-05-22	Regular	Tuesday	13.4583	10.4839	DFW	LAX	5	22	2012
8.81646	2012-12-29	Regular	Saturday	7.625	4.99166	LGA	DFW	12	29	2012
10.8038	2012-09-27	Regular	Thursday	13.9167	10.77	ATL	SFO	9	27	2012
10.6804	2011-12-17	Regular	Saturday	15.2258	10.92	LAX	DEN	12	17	2011
13.6365	2011-12-15	Regular	Thursday	10.619	7.27651	ORD	LGA	12	15	2011
12.9844	2011-11-06	Regular	Sunday	10	8.74793	ORD	LGA	11	6	2011
11.0386	2012-08-19	Regular	Sunday	13.9231	10.3997	SFO	SEA	8	19	2012
11.4707	2012-09-19	Regular	Wednesday	15.5	11.7482	SEA	SFO	9	19	2012
10.7225	2012-03-03	Regular	Saturday	7.4375	6.13154	ATL	DFW	3	3	2012
11.8377	2012-05-24	Regular	Thursday	15.7097	9.9873	LAS	JFK	5	24	2012
10.6986	2011-10-06	Regular	Thursday	7.76471	6.41804	ATL	DTW	10	6	2011
11.4467	2012-09-14	Regular	Friday	6.85714	4.92805	DFW	PHL	9	14	2012
10.8264	2011-09-07	Regular	Wednesday	12.6071	8.28805	JFK	MIA	9	7	2011
13.4006	2011-12-05	Regular	Monday	16	11.4268	JFK	LAX	12	5	2011
10.8981	2012-02-08	Regular	Wednesday	10.1579	7.54441	ORD	PHX	2	8	2012
8.97461	2012-12-15	Regular	Saturday	11.2381	8.0119	PHX	ORD	12	15	2012
12.0417	2012-03-22	Regular	Thursday	9.05263	7.36715	ATL	ORD	3	22	2012
10.9566	2012-09-22	Regular	Saturday	18.7838	13.0451	LAS	SFO	9	22	2012
9.46508	2013-01-30	Regular	Wednesday	11.0526	9.07667	ORD	LAS	1	30	2013
11.1123	2011-11-18	Regular	Friday	11.8095	8.9812	MIA	LGA	11	18	2011
10.1174	2012-02-15	Regular	Wednesday	12.3684	11.1814	MIA	JFK	2	15	2012
12.524	2012-11-08	Regular	Thursday	10.75	7.93974	ORD	MSP	11	8	2012
10.9618	2012-04-11	Regular	Wednesday	7.83333	5.66984	DTW	LGA	4	11	2012
10.6124	2011-09-07	Regular	Wednesday	10.7143	7.26046	ORD	PHX	9	7	2011
9.9899	2012-04-21	Regular	Saturday	10.8095	7.75641	DFW	SFO	4	21	2012
11.3304	2012-05-21	Regular	Monday	11.8261	8.40266	DFW	BOS	5	21	2012
9.82443	2012-12-26	Regular	Wednesday	12.84	8.97534	ATL	DEN	12	26	2012
10.9723	2012-02-05	Regular	Sunday	12.6818	10.9038	LAX	SEA	2	5	2012
12.6987	2012-07-18	Regular	Wednesday	16.6765	11.8135	SFO	LAX	7	18	2012
10.7343	2012-01-04	Regular	Wednesday	11.7143	9.85466	PHX	DEN	1	4	2012
12.6274	2011-10-09	Regular	Sunday	15.0303	9.61927	LAS	LAX	10	9	2011
10.2673	2011-11-15	Regular	Tuesday	13.3929	9.2189	JFK	MCO	11	15	2011
10.9723	2013-01-18	Regular	Friday	12.7917	9.21709	MCO	EWR	1	18	2013
12.2335	2011-10-19	Regular	Wednesday	10	7.84407	PHL	BOS	10	19	2011
